,Oil,Oil,NZD/USD,NZD/USD,10-Yr Rate,10-Yr Rate,AIR.NZ,AIR.NZ
,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor
2021-09-01,-1.918,BZ=F,0.764,NZDUSD=X,-0.153,^TNX,1.656,AIR.NZ
2021-09-02,2.011,BZ=F,0.201,NZDUSD=X,-0.614,^TNX,0.326,AIR.NZ
2021-09-03,-0.575,BZ=F,0.634,NZDUSD=X,2.164,^TNX,1.623,AIR.NZ
2021-09-07,-1.267,BZ=F,-0.214,NZDUSD=X,3.631,^TNX,-0.633,AIR.NZ
2021-09-08,1.269,BZ=F,-0.547,NZDUSD=X,-2.628,^TNX,0.318,AIR.NZ
2021-09-09,-1.584,BZ=F,0.01,NZDUSD=X,-2.624,^TNX,-2.857,AIR.NZ
2021-09-10,2.057,BZ=F,0.096,NZDUSD=X,3.233,^TNX,0.98,AIR.NZ
2021-09-13,0.809,BZ=F,0.162,NZDUSD=X,-1.268,^TNX,0.971,AIR.NZ
2021-09-14,0.122,BZ=F,-0.028,NZDUSD=X,-3.55,^TNX,-1.923,AIR.NZ
2021-09-15,2.527,BZ=F,-0.265,NZDUSD=X,2.114,^TNX,-0.327,AIR.NZ
2021-09-16,0.278,BZ=F,0.511,NZDUSD=X,2.071,^TNX,0.656,AIR.NZ
2021-09-17,-0.436,BZ=F,-0.857,NZDUSD=X,2.93,^TNX,0.326,AIR.NZ
2021-09-20,-1.885,BZ=F,-0.528,NZDUSD=X,-4.453,^TNX,-0.649,AIR.NZ
2021-09-21,0.595,BZ=F,-0.226,NZDUSD=X,1.146,^TNX,2.288,AIR.NZ
2021-09-22,2.461,BZ=F,-0.29,NZDUSD=X,0.906,^TNX,-0.639,AIR.NZ
2021-09-23,1.391,BZ=F,-0.09,NZDUSD=X,5.539,^TNX,2.251,AIR.NZ
2021-09-24,1.087,BZ=F,1.064,NZDUSD=X,3.546,^TNX,0.314,AIR.NZ
2021-09-27,1.844,BZ=F,-0.69,NZDUSD=X,1.644,^TNX,3.448,AIR.NZ
2021-09-28,-0.553,BZ=F,-0.124,NZDUSD=X,3.369,^TNX,1.515,AIR.NZ
2021-09-29,-0.569,BZ=F,-0.683,NZDUSD=X,0.456,^TNX,-2.985,AIR.NZ
2021-09-30,-0.153,BZ=F,-1.259,NZDUSD=X,-0.779,^TNX,0.308,AIR.NZ
2021-10-01,0.968,BZ=F,0.355,NZDUSD=X,-3.27,^TNX,0.92,AIR.NZ
2021-10-04,2.497,BZ=F,0.654,NZDUSD=X,0.135,^TNX,2.736,AIR.NZ
2021-10-05,1.6,BZ=F,0.287,NZDUSD=X,3.241,^TNX,0.296,AIR.NZ
2021-10-06,-1.793,BZ=F,-0.073,NZDUSD=X,-0.327,^TNX,1.18,AIR.NZ
2021-10-07,1.073,BZ=F,-0.588,NZDUSD=X,3.084,^TNX,-0.875,AIR.NZ
2021-10-08,0.537,BZ=F,0.323,NZDUSD=X,2.164,^TNX,-0.294,AIR.NZ
2021-10-11,1.529,BZ=F,-0.239,NZDUSD=X,0.561,^TNX,-1.77,AIR.NZ
2021-10-12,-0.275,BZ=F,0.313,NZDUSD=X,-2.107,^TNX,-0.901,AIR.NZ
2021-10-13,-0.288,BZ=F,-0.255,NZDUSD=X,-1.962,^TNX,0.909,AIR.NZ
2021-10-14,0.986,BZ=F,0.674,NZDUSD=X,-1.937,^TNX,0.0,AIR.NZ
2021-10-15,1.024,BZ=F,0.91,NZDUSD=X,3.752,^TNX,0.601,AIR.NZ
2021-10-18,-0.625,BZ=F,0.695,NZDUSD=X,0.508,^TNX,1.194,AIR.NZ
2021-10-19,0.889,BZ=F,0.103,NZDUSD=X,3.22,^TNX,-0.885,AIR.NZ
2021-10-20,0.87,BZ=F,0.899,NZDUSD=X,0.061,^TNX,-1.19,AIR.NZ
2021-10-21,-1.41,BZ=F,0.601,NZDUSD=X,2.445,^TNX,0.301,AIR.NZ
2021-10-22,1.087,BZ=F,-0.593,NZDUSD=X,-1.253,^TNX,-0.3,AIR.NZ
2021-10-25,0.538,BZ=F,-0.074,NZDUSD=X,-1.208,^TNX,,
2021-10-26,0.477,BZ=F,0.216,NZDUSD=X,-0.979,^TNX,-0.602,AIR.NZ
2021-10-27,-2.106,BZ=F,0.027,NZDUSD=X,-5.559,^TNX,0.606,AIR.NZ
2021-10-28,-0.307,BZ=F,-0.059,NZDUSD=X,2.551,^TNX,-2.41,AIR.NZ
2021-10-29,0.071,BZ=F,0.436,NZDUSD=X,-0.702,^TNX,3.086,AIR.NZ
2021-11-01,0.391,BZ=F,-0.259,NZDUSD=X,1.156,^TNX,-1.497,AIR.NZ
2021-11-02,0.012,BZ=F,0.038,NZDUSD=X,-1.651,^TNX,0.0,AIR.NZ
2021-11-03,-3.222,BZ=F,-0.744,NZDUSD=X,1.937,^TNX,-0.304,AIR.NZ
2021-11-04,-1.769,BZ=F,0.708,NZDUSD=X,-3.483,^TNX,0.0,AIR.NZ
2021-11-05,2.732,BZ=F,-0.928,NZDUSD=X,-4.659,^TNX,0.915,AIR.NZ
2021-11-08,0.834,BZ=F,-0.007,NZDUSD=X,3.028,^TNX,1.511,AIR.NZ
2021-11-09,1.618,BZ=F,0.75,NZDUSD=X,-4.342,^TNX,0.0,AIR.NZ
2021-11-10,-2.524,BZ=F,-0.521,NZDUSD=X,8.939,^TNX,0.0,AIR.NZ
2021-11-11,0.278,BZ=F,-0.82,NZDUSD=X,0.0,^TNX,-0.298,AIR.NZ
2021-11-12,-0.845,BZ=F,-0.605,NZDUSD=X,1.41,^TNX,0.0,AIR.NZ
2021-11-15,-0.146,BZ=F,0.273,NZDUSD=X,2.592,^TNX,-0.298,AIR.NZ
2021-11-16,0.463,BZ=F,-0.021,NZDUSD=X,0.678,^TNX,-1.198,AIR.NZ
2021-11-17,-2.608,BZ=F,-0.706,NZDUSD=X,-1.836,^TNX,-0.303,AIR.NZ
2021-11-18,1.196,BZ=F,0.169,NZDUSD=X,-0.935,^TNX,0.912,AIR.NZ
2021-11-19,-2.893,BZ=F,0.547,NZDUSD=X,-3.335,^TNX,-0.602,AIR.NZ
2021-11-22,1.027,BZ=F,-0.72,NZDUSD=X,5.794,^TNX,-1.818,AIR.NZ
2021-11-23,3.275,BZ=F,-0.598,NZDUSD=X,2.585,^TNX,-2.469,AIR.NZ
2021-11-24,-0.073,BZ=F,0.047,NZDUSD=X,-1.32,^TNX,0.949,AIR.NZ
2021-11-26,-11.587,BZ=F,-0.45,NZDUSD=X,-9.909,^TNX,-2.477,AIR.NZ
2021-11-29,0.99,BZ=F,-0.264,NZDUSD=X,3.239,^TNX,-3.175,AIR.NZ
2021-11-30,-3.908,BZ=F,0.064,NZDUSD=X,-5.686,^TNX,-0.656,AIR.NZ
2021-12-01,-2.409,BZ=F,-0.085,NZDUSD=X,-0.624,^TNX,0.0,AIR.NZ
2021-12-02,1.162,BZ=F,-0.158,NZDUSD=X,0.976,^TNX,-1.32,AIR.NZ
2021-12-03,0.301,BZ=F,-0.03,NZDUSD=X,-7.251,^TNX,0.669,AIR.NZ
2021-12-06,4.579,BZ=F,-0.803,NZDUSD=X,6.776,^TNX,-0.664,AIR.NZ
2021-12-07,3.229,BZ=F,-0.114,NZDUSD=X,3.208,^TNX,3.01,AIR.NZ
2021-12-08,0.504,BZ=F,0.541,NZDUSD=X,1.959,^TNX,0.325,AIR.NZ
2021-12-09,-1.846,BZ=F,0.325,NZDUSD=X,-1.458,^TNX,-0.647,AIR.NZ
2021-12-10,0.981,BZ=F,-0.185,NZDUSD=X,0.134,^TNX,2.28,AIR.NZ
2021-12-13,-1.011,BZ=F,0.003,NZDUSD=X,-4.365,^TNX,0.955,AIR.NZ
2021-12-14,-0.928,BZ=F,-0.645,NZDUSD=X,0.983,^TNX,-1.577,AIR.NZ
2021-12-15,0.244,BZ=F,-0.232,NZDUSD=X,1.739,^TNX,-0.641,AIR.NZ
2021-12-16,1.543,BZ=F,0.62,NZDUSD=X,-2.802,^TNX,-1.29,AIR.NZ
2021-12-17,-1.999,BZ=F,0.268,NZDUSD=X,-1.406,^TNX,0.0,AIR.NZ
2021-12-20,-2.72,BZ=F,-0.952,NZDUSD=X,1.213,^TNX,-2.614,AIR.NZ
2021-12-21,3.44,BZ=F,-0.275,NZDUSD=X,4.792,^TNX,1.342,AIR.NZ
2021-12-22,1.771,BZ=F,0.788,NZDUSD=X,-2.017,^TNX,-0.331,AIR.NZ
2021-12-23,2.072,BZ=F,0.589,NZDUSD=X,2.471,^TNX,1.329,AIR.NZ
2021-12-27,2.277,BZ=F,-0.103,NZDUSD=X,-0.804,^TNX,,
2021-12-28,0.433,BZ=F,0.041,NZDUSD=X,0.0,^TNX,,
2021-12-29,0.367,BZ=F,-0.182,NZDUSD=X,4.186,^TNX,-1.639,AIR.NZ
2021-12-30,0.114,BZ=F,0.501,NZDUSD=X,-1.815,^TNX,1.333,AIR.NZ
2021-12-31,-1.942,BZ=F,-0.136,NZDUSD=X,-0.198,^TNX,-0.658,AIR.NZ
2022-01-03,1.543,BZ=F,0.15,NZDUSD=X,7.672,^TNX,,
2022-01-04,1.291,BZ=F,-0.746,NZDUSD=X,2.457,^TNX,,
2022-01-05,1.0,BZ=F,0.352,NZDUSD=X,2.218,^TNX,1.987,AIR.NZ
2022-01-06,1.473,BZ=F,-0.3,NZDUSD=X,1.642,^TNX,-1.623,AIR.NZ
2022-01-07,-0.293,BZ=F,-0.777,NZDUSD=X,2.193,^TNX,0.66,AIR.NZ
2022-01-10,-1.076,BZ=F,0.528,NZDUSD=X,0.508,^TNX,-0.328,AIR.NZ
2022-01-11,3.524,BZ=F,-0.14,NZDUSD=X,-1.91,^TNX,-0.987,AIR.NZ
2022-01-12,1.135,BZ=F,0.256,NZDUSD=X,-1.203,^TNX,0.997,AIR.NZ
2022-01-13,-0.236,BZ=F,0.93,NZDUSD=X,-0.812,^TNX,-0.987,AIR.NZ
2022-01-14,1.882,BZ=F,0.219,NZDUSD=X,3.565,^TNX,0.332,AIR.NZ
2022-01-18,1.685,BZ=F,-0.151,NZDUSD=X,5.248,^TNX,-0.332,AIR.NZ
2022-01-19,1.063,BZ=F,-0.387,NZDUSD=X,-2.038,^TNX,0.0,AIR.NZ
2022-01-20,-0.068,BZ=F,0.127,NZDUSD=X,0.328,^TNX,-2.333,AIR.NZ
2022-01-21,-0.554,BZ=F,-0.435,NZDUSD=X,-4.692,^TNX,-0.341,AIR.NZ
2022-01-24,-1.843,BZ=F,-0.417,NZDUSD=X,-0.687,^TNX,-3.082,AIR.NZ
2022-01-25,2.237,BZ=F,-0.268,NZDUSD=X,2.767,^TNX,-0.707,AIR.NZ
2022-01-26,1.995,BZ=F,-0.205,NZDUSD=X,3.646,^TNX,1.068,AIR.NZ
2022-01-27,-0.689,BZ=F,-0.453,NZDUSD=X,-2.219,^TNX,-1.056,AIR.NZ
2022-01-28,0.772,BZ=F,-1.144,NZDUSD=X,-1.384,^TNX,1.779,AIR.NZ
2022-01-31,1.311,BZ=F,-0.493,NZDUSD=X,0.0,^TNX,0.699,AIR.NZ
2022-02-01,-2.248,BZ=F,0.398,NZDUSD=X,1.01,^TNX,2.083,AIR.NZ
2022-02-02,0.348,BZ=F,0.901,NZDUSD=X,-1.889,^TNX,2.721,AIR.NZ
2022-02-03,1.833,BZ=F,-0.382,NZDUSD=X,3.454,^TNX,3.311,AIR.NZ
2022-02-04,2.371,BZ=F,0.824,NZDUSD=X,5.638,^TNX,1.923,AIR.NZ
2022-02-07,-0.622,BZ=F,-0.698,NZDUSD=X,-0.725,^TNX,,
2022-02-08,-2.061,BZ=F,0.272,NZDUSD=X,1.983,^TNX,4.717,AIR.NZ
2022-02-09,0.848,BZ=F,0.175,NZDUSD=X,-1.279,^TNX,-1.802,AIR.NZ
2022-02-10,-0.153,BZ=F,0.448,NZDUSD=X,5.288,^TNX,0.0,AIR.NZ
2022-02-11,3.315,BZ=F,-0.183,NZDUSD=X,-3.742,^TNX,-2.141,AIR.NZ
2022-02-14,2.16,BZ=F,-0.306,NZDUSD=X,2.097,^TNX,-3.125,AIR.NZ
2022-02-15,-3.317,BZ=F,-0.431,NZDUSD=X,2.455,^TNX,1.936,AIR.NZ
2022-02-16,1.64,BZ=F,0.345,NZDUSD=X,0.098,^TNX,1.582,AIR.NZ
2022-02-17,-1.941,BZ=F,0.607,NZDUSD=X,-3.664,^TNX,0.623,AIR.NZ
2022-02-18,0.613,BZ=F,0.149,NZDUSD=X,-2.028,^TNX,-1.238,AIR.NZ
2022-02-22,3.528,BZ=F,0.096,NZDUSD=X,0.828,^TNX,-1.582,AIR.NZ
2022-02-23,0.0,BZ=F,0.684,NZDUSD=X,1.489,^TNX,2.251,AIR.NZ
2022-02-24,2.313,BZ=F,0.43,NZDUSD=X,-0.405,^TNX,-4.088,AIR.NZ
2022-02-25,-1.161,BZ=F,-1.225,NZDUSD=X,0.863,^TNX,-1.311,AIR.NZ
2022-02-28,3.125,BZ=F,0.08,NZDUSD=X,-7.402,^TNX,-0.664,AIR.NZ
2022-03-01,3.941,BZ=F,1.135,NZDUSD=X,-7.178,^TNX,3.679,AIR.NZ
2022-03-02,7.583,BZ=F,-0.025,NZDUSD=X,9.256,^TNX,-1.29,AIR.NZ
2022-03-03,-2.187,BZ=F,0.229,NZDUSD=X,-1.126,^TNX,-1.634,AIR.NZ
2022-03-04,6.926,BZ=F,0.394,NZDUSD=X,-6.508,^TNX,0.997,AIR.NZ
2022-03-07,4.318,BZ=F,0.951,NZDUSD=X,1.566,^TNX,-3.618,AIR.NZ
2022-03-08,3.871,BZ=F,-0.528,NZDUSD=X,6.91,^TNX,-6.485,AIR.NZ
2022-03-09,-13.158,BZ=F,-0.496,NZDUSD=X,4.06,^TNX,0.0,AIR.NZ
2022-03-10,-1.629,BZ=F,0.501,NZDUSD=X,3.234,^TNX,4.379,AIR.NZ
2022-03-11,3.055,BZ=F,0.527,NZDUSD=X,-0.348,^TNX,-1.398,AIR.NZ
2022-03-14,-5.121,BZ=F,-0.898,NZDUSD=X,6.786,^TNX,0.0,AIR.NZ
2022-03-15,-6.539,BZ=F,-0.935,NZDUSD=X,0.935,^TNX,-2.128,AIR.NZ
2022-03-16,-1.892,BZ=F,0.195,NZDUSD=X,1.296,^TNX,2.174,AIR.NZ
2022-03-17,8.794,BZ=F,1.013,NZDUSD=X,0.183,^TNX,1.418,AIR.NZ
2022-03-18,1.21,BZ=F,0.902,NZDUSD=X,-2.007,^TNX,-0.699,AIR.NZ
2022-03-21,7.125,BZ=F,0.092,NZDUSD=X,7.775,^TNX,1.056,AIR.NZ
2022-03-22,-0.121,BZ=F,-0.275,NZDUSD=X,2.505,^TNX,-1.394,AIR.NZ
2022-03-23,5.3,BZ=F,1.23,NZDUSD=X,-2.191,^TNX,0.0,AIR.NZ
2022-03-24,-2.113,BZ=F,0.172,NZDUSD=X,0.862,^TNX,-2.12,AIR.NZ
2022-03-25,1.361,BZ=F,-0.155,NZDUSD=X,6.45,^TNX,0.361,AIR.NZ
2022-03-28,-6.772,BZ=F,-0.115,NZDUSD=X,-0.602,^TNX,-0.36,AIR.NZ
2022-03-29,-2.0,BZ=F,-0.714,NZDUSD=X,-3.109,^TNX,1.083,AIR.NZ
2022-03-30,2.921,BZ=F,0.512,NZDUSD=X,-1.75,^TNX,-1.786,AIR.NZ
2022-03-31,-4.883,BZ=F,0.396,NZDUSD=X,-1.315,^TNX,-6.182,AIR.NZ
2022-04-01,-3.262,BZ=F,-0.526,NZDUSD=X,2.149,^TNX,-1.938,AIR.NZ
2022-04-04,3.008,BZ=F,-0.379,NZDUSD=X,1.472,^TNX,16.774,AIR.NZ
2022-04-05,-0.828,BZ=F,0.591,NZDUSD=X,5.97,^TNX,4.972,AIR.NZ
2022-04-06,-5.223,BZ=F,-0.012,NZDUSD=X,2.074,^TNX,-9.474,AIR.NZ
2022-04-07,-0.485,BZ=F,-0.52,NZDUSD=X,1.648,^TNX,-8.14,AIR.NZ
2022-04-08,2.187,BZ=F,-0.385,NZDUSD=X,2.3,^TNX,1.266,AIR.NZ
2022-04-11,-4.184,BZ=F,-0.719,NZDUSD=X,2.47,^TNX,5.625,AIR.NZ
2022-04-12,6.255,BZ=F,-0.258,NZDUSD=X,-1.978,^TNX,-0.592,AIR.NZ
2022-04-13,3.956,BZ=F,0.568,NZDUSD=X,-1.394,^TNX,0.595,AIR.NZ
2022-04-14,2.684,BZ=F,-0.813,NZDUSD=X,5.247,^TNX,1.183,AIR.NZ
2022-04-18,1.307,BZ=F,-0.339,NZDUSD=X,1.202,^TNX,,
2022-04-19,-5.223,BZ=F,-0.356,NZDUSD=X,1.782,^TNX,-1.754,AIR.NZ
2022-04-20,-0.42,BZ=F,0.152,NZDUSD=X,-2.506,^TNX,1.19,AIR.NZ
2022-04-21,1.433,BZ=F,0.547,NZDUSD=X,2.711,^TNX,0.588,AIR.NZ
2022-04-22,-1.551,BZ=F,-0.869,NZDUSD=X,-0.377,^TNX,4.678,AIR.NZ
2022-04-25,-4.06,BZ=F,-1.478,NZDUSD=X,-2.753,^TNX,,
2022-04-26,2.609,BZ=F,-0.098,NZDUSD=X,-1.911,^TNX,-0.559,AIR.NZ
2022-04-27,0.314,BZ=F,-0.65,NZDUSD=X,1.659,^TNX,-1.685,AIR.NZ
2022-04-28,2.155,BZ=F,-0.508,NZDUSD=X,1.597,^TNX,1.143,AIR.NZ
2022-04-29,1.627,BZ=F,-0.751,NZDUSD=X,0.838,^TNX,0.0,AIR.NZ
2022-05-02,-1.61,BZ=F,-0.568,NZDUSD=X,3.776,^TNX,-1.13,AIR.NZ
2022-05-03,-2.426,BZ=F,-0.231,NZDUSD=X,-1.202,^TNX,-0.571,AIR.NZ
2022-05-04,4.925,BZ=F,-0.109,NZDUSD=X,-1.453,^TNX,0.0,AIR.NZ
2022-05-05,0.69,BZ=F,1.814,NZDUSD=X,5.108,^TNX,-6.322,AIR.NZ
2022-05-06,1.344,BZ=F,-1.843,NZDUSD=X,1.859,^TNX,-2.454,AIR.NZ
2022-05-09,-5.739,BZ=F,-0.639,NZDUSD=X,-1.409,^TNX,-3.774,AIR.NZ
2022-05-10,-3.285,BZ=F,-1.027,NZDUSD=X,-2.793,^TNX,-8.497,AIR.NZ
2022-05-11,4.929,BZ=F,-0.532,NZDUSD=X,-2.406,^TNX,4.286,AIR.NZ
2022-05-12,-0.056,BZ=F,-0.082,NZDUSD=X,-3.56,^TNX,-2.74,AIR.NZ
2022-05-13,3.816,BZ=F,-0.598,NZDUSD=X,4.189,^TNX,-1.408,AIR.NZ
2022-05-16,2.411,BZ=F,0.668,NZDUSD=X,-1.976,^TNX,-0.714,AIR.NZ
2022-05-17,-2.022,BZ=F,0.358,NZDUSD=X,3.163,^TNX,-2.158,AIR.NZ
2022-05-18,-2.519,BZ=F,0.755,NZDUSD=X,-2.763,^TNX,0.0,AIR.NZ
2022-05-19,2.685,BZ=F,-0.998,NZDUSD=X,-1.074,^TNX,-2.941,AIR.NZ
2022-05-20,0.455,BZ=F,1.364,NZDUSD=X,-2.382,^TNX,0.0,AIR.NZ
2022-05-23,0.773,BZ=F,0.627,NZDUSD=X,2.583,^TNX,0.758,AIR.NZ
2022-05-24,0.123,BZ=F,0.405,NZDUSD=X,-3.463,^TNX,-0.752,AIR.NZ
2022-05-25,0.414,BZ=F,0.022,NZDUSD=X,-0.399,^TNX,-2.273,AIR.NZ
2022-05-26,2.955,BZ=F,0.479,NZDUSD=X,0.255,^TNX,0.775,AIR.NZ
2022-05-27,1.729,BZ=F,0.04,NZDUSD=X,-0.472,^TNX,0.769,AIR.NZ
2022-05-31,2.855,BZ=F,0.37,NZDUSD=X,3.682,^TNX,-3.03,AIR.NZ
2022-06-01,-5.332,BZ=F,-0.605,NZDUSD=X,3.059,^TNX,0.0,AIR.NZ
2022-06-02,1.135,BZ=F,-0.583,NZDUSD=X,-0.614,^TNX,1.563,AIR.NZ
2022-06-03,1.794,BZ=F,1.231,NZDUSD=X,1.51,^TNX,-0.769,AIR.NZ
2022-06-06,-0.175,BZ=F,-0.782,NZDUSD=X,2.739,^TNX,,
2022-06-07,0.887,BZ=F,-0.361,NZDUSD=X,-2.172,^TNX,-0.775,AIR.NZ
2022-06-08,2.496,BZ=F,-0.075,NZDUSD=X,1.918,^TNX,-0.781,AIR.NZ
2022-06-09,-0.413,BZ=F,-0.571,NZDUSD=X,0.495,^TNX,-1.575,AIR.NZ
2022-06-10,-0.861,BZ=F,-0.9,NZDUSD=X,3.679,^TNX,-4.8,AIR.NZ
2022-06-13,0.213,BZ=F,-0.758,NZDUSD=X,6.654,^TNX,-1.681,AIR.NZ
2022-06-14,-0.9,BZ=F,-0.976,NZDUSD=X,3.476,^TNX,-5.983,AIR.NZ
2022-06-15,-2.195,BZ=F,-0.775,NZDUSD=X,-2.527,^TNX,0.909,AIR.NZ
2022-06-16,1.097,BZ=F,1.057,NZDUSD=X,-2.592,^TNX,3.604,AIR.NZ
2022-06-17,-5.584,BZ=F,1.083,NZDUSD=X,-2.056,^TNX,-3.478,AIR.NZ
2022-06-21,1.353,BZ=F,0.187,NZDUSD=X,2.099,^TNX,0.0,AIR.NZ
2022-06-22,-2.538,BZ=F,-0.31,NZDUSD=X,-4.566,^TNX,-2.703,AIR.NZ
2022-06-23,-1.512,BZ=F,-0.741,NZDUSD=X,-2.788,^TNX,0.0,AIR.NZ
2022-06-24,2.79,BZ=F,0.242,NZDUSD=X,1.858,^TNX,,
2022-06-27,1.742,BZ=F,0.447,NZDUSD=X,2.208,^TNX,4.63,AIR.NZ
2022-06-28,2.511,BZ=F,-0.32,NZDUSD=X,0.376,^TNX,0.0,AIR.NZ
2022-06-29,-1.458,BZ=F,-0.906,NZDUSD=X,-3.525,^TNX,0.0,AIR.NZ
2022-06-30,-1.247,BZ=F,-0.192,NZDUSD=X,-3.912,^TNX,0.885,AIR.NZ
2022-07-01,-2.77,BZ=F,0.244,NZDUSD=X,-2.793,^TNX,2.632,AIR.NZ
2022-07-05,-7.937,BZ=F,0.111,NZDUSD=X,-2.769,^TNX,2.439,AIR.NZ
2022-07-06,-2.024,BZ=F,-0.801,NZDUSD=X,3.702,^TNX,0.0,AIR.NZ
2022-07-07,3.933,BZ=F,-0.177,NZDUSD=X,3.261,^TNX,-0.794,AIR.NZ
2022-07-08,2.265,BZ=F,0.391,NZDUSD=X,3.092,^TNX,0.0,AIR.NZ
2022-07-11,0.075,BZ=F,0.113,NZDUSD=X,-3.547,^TNX,-0.8,AIR.NZ
2022-07-12,-7.106,BZ=F,-1.031,NZDUSD=X,-1.103,^TNX,-1.613,AIR.NZ
2022-07-13,0.08,BZ=F,0.015,NZDUSD=X,-1.826,^TNX,2.459,AIR.NZ
2022-07-14,-0.472,BZ=F,-0.239,NZDUSD=X,1.928,^TNX,0.8,AIR.NZ
2022-07-15,2.079,BZ=F,0.356,NZDUSD=X,-1.014,^TNX,-0.794,AIR.NZ
2022-07-18,5.051,BZ=F,0.969,NZDUSD=X,1.024,^TNX,0.8,AIR.NZ
2022-07-19,1.016,BZ=F,-0.589,NZDUSD=X,1.993,^TNX,-0.794,AIR.NZ
2022-07-20,-0.401,BZ=F,1.307,NZDUSD=X,0.563,^TNX,0.0,AIR.NZ
2022-07-21,-2.862,BZ=F,-0.134,NZDUSD=X,-4.15,^TNX,-1.6,AIR.NZ
2022-07-22,-0.635,BZ=F,0.302,NZDUSD=X,-4.364,^TNX,0.0,AIR.NZ
2022-07-25,1.89,BZ=F,-0.161,NZDUSD=X,1.329,^TNX,-1.626,AIR.NZ
2022-07-26,-0.713,BZ=F,0.393,NZDUSD=X,-1.17,^TNX,0.826,AIR.NZ
2022-07-27,2.126,BZ=F,-0.273,NZDUSD=X,-1.902,^TNX,-1.639,AIR.NZ
2022-07-28,0.488,BZ=F,0.304,NZDUSD=X,-1.939,^TNX,0.0,AIR.NZ
2022-07-29,2.679,BZ=F,0.565,NZDUSD=X,-1.455,^TNX,1.667,AIR.NZ
2022-08-01,-9.072,BZ=F,-0.263,NZDUSD=X,-1.363,^TNX,1.639,AIR.NZ
2022-08-02,0.51,BZ=F,0.839,NZDUSD=X,5.18,^TNX,-0.806,AIR.NZ
2022-08-03,-3.74,BZ=F,-1.745,NZDUSD=X,0.255,^TNX,0.813,AIR.NZ
2022-08-04,-2.748,BZ=F,0.741,NZDUSD=X,-2.62,^TNX,0.0,AIR.NZ
2022-08-05,0.85,BZ=F,0.474,NZDUSD=X,6.129,^TNX,0.0,AIR.NZ
2022-08-08,1.823,BZ=F,-0.912,NZDUSD=X,-2.641,^TNX,0.0,AIR.NZ
2022-08-09,-0.352,BZ=F,0.796,NZDUSD=X,1.157,^TNX,4.032,AIR.NZ
2022-08-10,1.132,BZ=F,-0.057,NZDUSD=X,-0.393,^TNX,0.775,AIR.NZ
2022-08-11,2.259,BZ=F,1.919,NZDUSD=X,3.661,^TNX,0.769,AIR.NZ
2022-08-12,-1.456,BZ=F,0.434,NZDUSD=X,-1.35,^TNX,2.29,AIR.NZ
2022-08-15,-3.107,BZ=F,0.237,NZDUSD=X,-2.036,^TNX,2.985,AIR.NZ
2022-08-16,-2.902,BZ=F,-1.343,NZDUSD=X,1.182,^TNX,0.0,AIR.NZ
2022-08-17,1.419,BZ=F,-0.306,NZDUSD=X,2.443,^TNX,-0.725,AIR.NZ
2022-08-18,3.139,BZ=F,-1.061,NZDUSD=X,-0.449,^TNX,-1.46,AIR.NZ
2022-08-19,0.135,BZ=F,-0.495,NZDUSD=X,3.785,^TNX,1.481,AIR.NZ
2022-08-22,-0.248,BZ=F,-1.102,NZDUSD=X,1.606,^TNX,-0.73,AIR.NZ
2022-08-23,3.876,BZ=F,0.008,NZDUSD=X,0.56,^TNX,-2.206,AIR.NZ
2022-08-24,0.998,BZ=F,0.495,NZDUSD=X,1.703,^TNX,1.504,AIR.NZ
2022-08-25,-1.857,BZ=F,-0.412,NZDUSD=X,-2.576,^TNX,-1.481,AIR.NZ
2022-08-26,1.661,BZ=F,0.566,NZDUSD=X,0.297,^TNX,0.0,AIR.NZ
2022-08-29,4.06,BZ=F,-1.668,NZDUSD=X,2.471,^TNX,-1.504,AIR.NZ
2022-08-30,-5.5,BZ=F,0.781,NZDUSD=X,0.0,^TNX,3.053,AIR.NZ
2022-08-31,-2.84,BZ=F,-0.463,NZDUSD=X,0.74,^TNX,0.741,AIR.NZ
2022-09-01,-4.28,BZ=F,-0.342,NZDUSD=X,4.213,^TNX,-0.735,AIR.NZ
2022-09-02,0.715,BZ=F,-0.43,NZDUSD=X,-2.205,^TNX,0.0,AIR.NZ
2022-09-06,-0.204,BZ=F,0.315,NZDUSD=X,4.604,^TNX,0.0,AIR.NZ
2022-09-07,-5.203,BZ=F,-1.187,NZDUSD=X,-2.246,^TNX,0.0,AIR.NZ
2022-09-08,1.307,BZ=F,0.489,NZDUSD=X,0.827,^TNX,0.0,AIR.NZ
2022-09-09,4.139,BZ=F,0.13,NZDUSD=X,0.881,^TNX,1.504,AIR.NZ
2022-09-12,1.249,BZ=F,0.7,NZDUSD=X,1.235,^TNX,0.0,AIR.NZ
2022-09-13,-0.883,BZ=F,0.553,NZDUSD=X,1.785,^TNX,0.0,AIR.NZ
2022-09-14,0.998,BZ=F,-2.304,NZDUSD=X,-0.292,^TNX,-2.222,AIR.NZ
2022-09-15,-3.464,BZ=F,0.196,NZDUSD=X,1.377,^TNX,1.515,AIR.NZ
2022-09-16,0.561,BZ=F,-0.984,NZDUSD=X,-0.318,^TNX,3.731,AIR.NZ
2022-09-19,0.712,BZ=F,0.636,NZDUSD=X,1.218,^TNX,-2.158,AIR.NZ
