,Oil,Oil,NZD/USD,NZD/USD,10-Yr Rate,10-Yr Rate,AIR.NZ,AIR.NZ
,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor
2018-07-12,1.431,BZ=F,-0.905,NZDUSD=X,0.387,^TNX,-0.157,AIR.NZ
2018-07-13,1.182,BZ=F,0.242,NZDUSD=X,-0.771,^TNX,0.157,AIR.NZ
2018-07-16,-4.633,BZ=F,-0.094,NZDUSD=X,0.954,^TNX,-0.157,AIR.NZ
2018-07-17,0.445,BZ=F,0.288,NZDUSD=X,0.21,^TNX,0.787,AIR.NZ
2018-07-18,1.025,BZ=F,-0.163,NZDUSD=X,0.384,^TNX,0.312,AIR.NZ
2018-07-19,-0.439,BZ=F,0.283,NZDUSD=X,-0.974,^TNX,0.935,AIR.NZ
2018-07-20,0.675,BZ=F,-0.662,NZDUSD=X,1.686,^TNX,-0.617,AIR.NZ
2018-07-23,-0.014,BZ=F,1.086,NZDUSD=X,2.418,^TNX,0.0,AIR.NZ
2018-07-24,0.52,BZ=F,-0.563,NZDUSD=X,-0.54,^TNX,0.466,AIR.NZ
2018-07-25,0.667,BZ=F,0.322,NZDUSD=X,-0.441,^TNX,0.464,AIR.NZ
2018-07-26,0.825,BZ=F,0.585,NZDUSD=X,1.328,^TNX,-0.615,AIR.NZ
2018-07-27,-0.335,BZ=F,-0.856,NZDUSD=X,-0.504,^TNX,1.393,AIR.NZ
2018-07-30,0.915,BZ=F,0.154,NZDUSD=X,0.507,^TNX,-0.763,AIR.NZ
2018-07-31,-0.96,BZ=F,0.397,NZDUSD=X,-0.37,^TNX,-0.154,AIR.NZ
2018-08-01,0.0,BZ=F,-0.296,NZDUSD=X,1.316,^TNX,0.0,AIR.NZ
2018-08-02,-1.077,BZ=F,-0.124,NZDUSD=X,-0.566,^TNX,0.77,AIR.NZ
2018-08-03,-0.327,BZ=F,-0.844,NZDUSD=X,-1.105,^TNX,0.917,AIR.NZ
2018-08-06,0.738,BZ=F,0.123,NZDUSD=X,-0.508,^TNX,1.212,AIR.NZ
2018-08-07,1.22,BZ=F,-0.233,NZDUSD=X,1.191,^TNX,0.0,AIR.NZ
2018-08-08,-3.175,BZ=F,0.153,NZDUSD=X,-0.067,^TNX,-0.15,AIR.NZ
2018-08-09,-0.291,BZ=F,-0.681,NZDUSD=X,-1.212,^TNX,0.15,AIR.NZ
2018-08-10,1.027,BZ=F,-1.311,NZDUSD=X,-2.658,^TNX,0.599,AIR.NZ
2018-08-13,-0.275,BZ=F,-0.331,NZDUSD=X,0.7,^TNX,-0.893,AIR.NZ
2018-08-14,-0.207,BZ=F,-0.145,NZDUSD=X,0.626,^TNX,-0.15,AIR.NZ
2018-08-15,-2.346,BZ=F,-0.062,NZDUSD=X,-1.485,^TNX,-0.15,AIR.NZ
2018-08-16,0.947,BZ=F,-0.201,NZDUSD=X,0.666,^TNX,0.0,AIR.NZ
2018-08-17,0.56,BZ=F,0.407,NZDUSD=X,0.07,^TNX,1.506,AIR.NZ
2018-08-20,0.529,BZ=F,0.62,NZDUSD=X,-1.74,^TNX,0.297,AIR.NZ
2018-08-21,0.582,BZ=F,0.228,NZDUSD=X,0.744,^TNX,0.592,AIR.NZ
2018-08-22,2.96,BZ=F,0.94,NZDUSD=X,-0.738,^TNX,0.294,AIR.NZ
2018-08-23,-0.067,BZ=F,-0.091,NZDUSD=X,-0.071,^TNX,-4.252,AIR.NZ
2018-08-24,1.459,BZ=F,-1.061,NZDUSD=X,0.177,^TNX,-0.919,AIR.NZ
2018-08-27,0.514,BZ=F,1.145,NZDUSD=X,0.778,^TNX,1.082,AIR.NZ
2018-08-28,-0.341,BZ=F,0.036,NZDUSD=X,1.264,^TNX,0.612,AIR.NZ
2018-08-29,1.567,BZ=F,0.133,NZDUSD=X,0.0,^TNX,0.304,AIR.NZ
2018-08-30,0.817,BZ=F,-0.001,NZDUSD=X,-0.832,^TNX,-0.909,AIR.NZ
2018-08-31,-0.45,BZ=F,-0.959,NZDUSD=X,-0.245,^TNX,0.917,AIR.NZ
2018-09-04,0.969,BZ=F,-0.002,NZDUSD=X,1.717,^TNX,0.756,AIR.NZ
2018-09-05,-1.151,BZ=F,-0.832,NZDUSD=X,0.0,^TNX,0.15,AIR.NZ
2018-09-06,-0.997,BZ=F,0.68,NZDUSD=X,-0.793,^TNX,-0.465,AIR.NZ
2018-09-07,0.431,BZ=F,-0.232,NZDUSD=X,2.188,^TNX,-1.558,AIR.NZ
2018-09-10,0.703,BZ=F,-0.7,NZDUSD=X,-0.17,^TNX,-0.475,AIR.NZ
2018-09-11,2.184,BZ=F,-0.249,NZDUSD=X,1.362,^TNX,2.226,AIR.NZ
2018-09-12,0.86,BZ=F,-0.068,NZDUSD=X,-0.47,^TNX,-1.711,AIR.NZ
2018-09-13,-1.956,BZ=F,0.693,NZDUSD=X,0.0,^TNX,0.158,AIR.NZ
2018-09-14,-0.115,BZ=F,0.187,NZDUSD=X,1.046,^TNX,0.474,AIR.NZ
2018-09-17,-0.051,BZ=F,-0.479,NZDUSD=X,0.234,^TNX,0.314,AIR.NZ
2018-09-18,1.256,BZ=F,0.331,NZDUSD=X,1.566,^TNX,-0.313,AIR.NZ
2018-09-19,0.468,BZ=F,0.386,NZDUSD=X,1.148,^TNX,-0.157,AIR.NZ
2018-09-20,-0.882,BZ=F,0.824,NZDUSD=X,-0.162,^TNX,-0.158,AIR.NZ
2018-09-21,0.127,BZ=F,0.577,NZDUSD=X,-0.325,^TNX,-1.104,AIR.NZ
2018-09-24,3.046,BZ=F,0.057,NZDUSD=X,0.326,^TNX,-0.478,AIR.NZ
2018-09-25,0.825,BZ=F,-0.653,NZDUSD=X,0.78,^TNX,-1.603,AIR.NZ
2018-09-26,-0.647,BZ=F,0.037,NZDUSD=X,-1.322,^TNX,-0.326,AIR.NZ
2018-09-27,0.467,BZ=F,0.285,NZDUSD=X,-0.163,^TNX,-0.98,AIR.NZ
2018-09-28,1.224,BZ=F,-0.682,NZDUSD=X,0.0,^TNX,1.98,AIR.NZ
2018-10-01,2.732,BZ=F,0.081,NZDUSD=X,0.785,^TNX,-1.78,AIR.NZ
2018-10-02,-0.212,BZ=F,-0.285,NZDUSD=X,-0.779,^TNX,-1.483,AIR.NZ
2018-10-03,1.757,BZ=F,-0.222,NZDUSD=X,3.436,^TNX,1.171,AIR.NZ
2018-10-04,-1.982,BZ=F,-1.334,NZDUSD=X,1.139,^TNX,-0.661,AIR.NZ
2018-10-05,-0.497,BZ=F,-0.314,NZDUSD=X,0.876,^TNX,-1.664,AIR.NZ
2018-10-08,-0.297,BZ=F,-0.685,NZDUSD=X,0.248,^TNX,-1.015,AIR.NZ
2018-10-09,1.299,BZ=F,0.224,NZDUSD=X,-0.773,^TNX,1.368,AIR.NZ
2018-10-10,-2.247,BZ=F,0.564,NZDUSD=X,0.53,^TNX,0.337,AIR.NZ
2018-10-11,-3.406,BZ=F,-0.418,NZDUSD=X,-2.853,^TNX,-3.193,AIR.NZ
2018-10-12,0.212,BZ=F,1.032,NZDUSD=X,0.255,^TNX,-0.694,AIR.NZ
2018-10-15,0.435,BZ=F,-0.409,NZDUSD=X,0.7,^TNX,-0.699,AIR.NZ
2018-10-16,0.78,BZ=F,1.109,NZDUSD=X,-0.221,^TNX,-1.761,AIR.NZ
2018-10-17,-1.671,BZ=F,0.153,NZDUSD=X,0.729,^TNX,-0.358,AIR.NZ
2018-10-18,-0.949,BZ=F,-0.575,NZDUSD=X,-0.126,^TNX,-0.18,AIR.NZ
2018-10-19,0.618,BZ=F,-0.097,NZDUSD=X,0.724,^TNX,-1.261,AIR.NZ
2018-10-22,0.063,BZ=F,0.851,NZDUSD=X,-0.063,^TNX,,
2018-10-23,-4.247,BZ=F,-0.612,NZDUSD=X,-0.939,^TNX,-1.46,AIR.NZ
2018-10-24,-0.353,BZ=F,-0.008,NZDUSD=X,-1.327,^TNX,-0.741,AIR.NZ
2018-10-25,0.945,BZ=F,-0.653,NZDUSD=X,0.384,^TNX,-2.425,AIR.NZ
2018-10-26,0.949,BZ=F,0.274,NZDUSD=X,-1.881,^TNX,1.53,AIR.NZ
2018-10-29,-0.361,BZ=F,0.008,NZDUSD=X,0.325,^TNX,0.188,AIR.NZ
2018-10-30,-1.849,BZ=F,-0.019,NZDUSD=X,0.745,^TNX,2.256,AIR.NZ
2018-10-31,-0.58,BZ=F,0.477,NZDUSD=X,1.576,^TNX,2.941,AIR.NZ
2018-11-01,0.04,BZ=F,-0.511,NZDUSD=X,-0.475,^TNX,5.714,AIR.NZ
2018-11-02,-3.536,BZ=F,1.928,NZDUSD=X,2.226,^TNX,-0.845,AIR.NZ
2018-11-05,0.467,BZ=F,-0.031,NZDUSD=X,-0.404,^TNX,1.533,AIR.NZ
2018-11-06,-1.421,BZ=F,0.171,NZDUSD=X,0.406,^TNX,1.007,AIR.NZ
2018-11-07,-0.083,BZ=F,1.215,NZDUSD=X,-0.031,^TNX,0.664,AIR.NZ
2018-11-08,-1.97,BZ=F,0.647,NZDUSD=X,0.654,^TNX,0.66,AIR.NZ
2018-11-09,-0.665,BZ=F,-0.491,NZDUSD=X,-1.391,^TNX,0.492,AIR.NZ
2018-11-12,-0.085,BZ=F,-0.318,NZDUSD=X,-0.094,^TNX,-0.163,AIR.NZ
2018-11-13,-6.631,BZ=F,-0.178,NZDUSD=X,-1.287,^TNX,-0.817,AIR.NZ
2018-11-14,0.993,BZ=F,0.77,NZDUSD=X,-0.795,^TNX,0.824,AIR.NZ
2018-11-15,0.756,BZ=F,0.333,NZDUSD=X,-0.064,^TNX,1.471,AIR.NZ
2018-11-16,0.21,BZ=F,0.476,NZDUSD=X,-1.411,^TNX,-1.771,AIR.NZ
2018-11-19,0.045,BZ=F,0.549,NZDUSD=X,-0.553,^TNX,-0.328,AIR.NZ
2018-11-20,-6.378,BZ=F,-0.313,NZDUSD=X,-0.294,^TNX,0.329,AIR.NZ
2018-11-21,1.519,BZ=F,-0.728,NZDUSD=X,0.427,^TNX,0.656,AIR.NZ
2018-11-23,-7.372,BZ=F,-0.277,NZDUSD=X,-0.229,^TNX,0.329,AIR.NZ
2018-11-26,2.857,BZ=F,-0.53,NZDUSD=X,0.589,^TNX,0.0,AIR.NZ
2018-11-27,-0.446,BZ=F,0.053,NZDUSD=X,-0.553,^TNX,-1.475,AIR.NZ
2018-11-28,-2.408,BZ=F,0.329,NZDUSD=X,-0.36,^TNX,2.829,AIR.NZ
2018-11-29,1.276,BZ=F,1.039,NZDUSD=X,-0.296,^TNX,0.324,AIR.NZ
2018-11-30,-1.344,BZ=F,-0.051,NZDUSD=X,-0.725,^TNX,-0.645,AIR.NZ
2018-12-03,5.076,BZ=F,0.659,NZDUSD=X,-0.697,^TNX,0.649,AIR.NZ
2018-12-04,0.632,BZ=F,0.245,NZDUSD=X,-2.273,^TNX,-1.613,AIR.NZ
2018-12-06,-3.254,BZ=F,-0.673,NZDUSD=X,-1.642,^TNX,-0.824,AIR.NZ
2018-12-07,2.681,BZ=F,-0.169,NZDUSD=X,-0.904,^TNX,0.664,AIR.NZ
2018-12-10,-2.757,BZ=F,-0.548,NZDUSD=X,0.211,^TNX,-2.145,AIR.NZ
2018-12-11,0.384,BZ=F,0.431,NZDUSD=X,0.805,^TNX,0.169,AIR.NZ
2018-12-12,-0.083,BZ=F,0.195,NZDUSD=X,0.938,^TNX,0.337,AIR.NZ
2018-12-13,2.161,BZ=F,-0.415,NZDUSD=X,0.172,^TNX,1.342,AIR.NZ
2018-12-14,-1.904,BZ=F,-0.035,NZDUSD=X,-0.687,^TNX,0.0,AIR.NZ
2018-12-17,-1.111,BZ=F,-0.942,NZDUSD=X,-1.176,^TNX,2.318,AIR.NZ
2018-12-18,-5.62,BZ=F,0.257,NZDUSD=X,-1.12,^TNX,0.162,AIR.NZ
2018-12-19,1.742,BZ=F,0.628,NZDUSD=X,-1.664,^TNX,3.069,AIR.NZ
2018-12-20,-5.049,BZ=F,-1.093,NZDUSD=X,0.396,^TNX,0.314,AIR.NZ
2018-12-21,-0.975,BZ=F,-0.047,NZDUSD=X,0.108,^TNX,-1.875,AIR.NZ
2018-12-24,-6.224,BZ=F,-0.837,NZDUSD=X,-1.54,^TNX,-1.433,AIR.NZ
2018-12-26,7.926,BZ=F,-0.083,NZDUSD=X,1.746,^TNX,,
2018-12-27,-4.241,BZ=F,0.143,NZDUSD=X,-1.931,^TNX,0.162,AIR.NZ
2018-12-28,0.077,BZ=F,-0.588,NZDUSD=X,-0.255,^TNX,1.613,AIR.NZ
2018-12-31,3.065,BZ=F,0.112,NZDUSD=X,-1.827,^TNX,-1.587,AIR.NZ
2019-01-02,2.063,BZ=F,-0.169,NZDUSD=X,-0.931,^TNX,,
2019-01-03,1.894,BZ=F,-1.192,NZDUSD=X,-4.021,^TNX,-0.968,AIR.NZ
2019-01-04,1.984,BZ=F,0.828,NZDUSD=X,4.111,^TNX,-0.326,AIR.NZ
2019-01-07,0.473,BZ=F,0.822,NZDUSD=X,0.865,^TNX,0.327,AIR.NZ
2019-01-08,2.425,BZ=F,0.151,NZDUSD=X,1.268,^TNX,0.326,AIR.NZ
2019-01-09,4.632,BZ=F,-0.195,NZDUSD=X,0.442,^TNX,2.597,AIR.NZ
2019-01-10,0.391,BZ=F,0.75,NZDUSD=X,0.11,^TNX,1.108,AIR.NZ
2019-01-11,-1.946,BZ=F,-0.087,NZDUSD=X,-1.098,^TNX,-1.095,AIR.NZ
2019-01-14,-2.464,BZ=F,0.539,NZDUSD=X,0.333,^TNX,-0.949,AIR.NZ
2019-01-15,2.797,BZ=F,0.075,NZDUSD=X,0.037,^TNX,1.278,AIR.NZ
2019-01-16,1.121,BZ=F,-0.048,NZDUSD=X,0.738,^TNX,0.946,AIR.NZ
2019-01-17,-0.228,BZ=F,-0.73,NZDUSD=X,0.659,^TNX,1.406,AIR.NZ
2019-01-18,2.484,BZ=F,-0.155,NZDUSD=X,1.273,^TNX,0.154,AIR.NZ
2019-01-22,-1.914,BZ=F,-0.155,NZDUSD=X,-1.94,^TNX,0.0,AIR.NZ
2019-01-23,-0.585,BZ=F,0.328,NZDUSD=X,0.916,^TNX,0.76,AIR.NZ
2019-01-24,-0.082,BZ=F,0.62,NZDUSD=X,-1.561,^TNX,-1.056,AIR.NZ
2019-01-25,0.9,BZ=F,-0.498,NZDUSD=X,1.512,^TNX,-0.305,AIR.NZ
2019-01-28,-2.774,BZ=F,1.174,NZDUSD=X,-0.327,^TNX,0.0,AIR.NZ
2019-01-29,2.319,BZ=F,-0.086,NZDUSD=X,-1.166,^TNX,0.0,AIR.NZ
2019-01-30,0.538,BZ=F,-0.155,NZDUSD=X,-0.627,^TNX,-13.456,AIR.NZ
2019-01-31,0.389,BZ=F,1.127,NZDUSD=X,-2.226,^TNX,-0.707,AIR.NZ
2019-02-01,-0.032,BZ=F,0.207,NZDUSD=X,2.125,^TNX,-4.626,AIR.NZ
2019-02-04,1.034,BZ=F,-0.228,NZDUSD=X,1.226,^TNX,2.052,AIR.NZ
2019-02-05,-0.848,BZ=F,-0.294,NZDUSD=X,-0.808,^TNX,1.097,AIR.NZ
2019-02-06,1.146,BZ=F,0.349,NZDUSD=X,0.0,^TNX,,
2019-02-07,-1.691,BZ=F,-1.919,NZDUSD=X,-1.85,^TNX,1.266,AIR.NZ
2019-02-08,0.763,BZ=F,-0.333,NZDUSD=X,-0.754,^TNX,-0.714,AIR.NZ
2019-02-11,-0.95,BZ=F,0.196,NZDUSD=X,1.102,^TNX,-1.439,AIR.NZ
2019-02-12,1.479,BZ=F,-0.336,NZDUSD=X,0.864,^TNX,0.365,AIR.NZ
2019-02-13,1.906,BZ=F,0.057,NZDUSD=X,0.894,^TNX,-0.545,AIR.NZ
2019-02-14,1.509,BZ=F,0.988,NZDUSD=X,-1.883,^TNX,-0.914,AIR.NZ
2019-02-15,2.602,BZ=F,0.36,NZDUSD=X,0.339,^TNX,-1.66,AIR.NZ
2019-02-19,0.302,BZ=F,-0.13,NZDUSD=X,-0.713,^TNX,0.376,AIR.NZ
2019-02-20,0.948,BZ=F,0.341,NZDUSD=X,0.264,^TNX,-0.749,AIR.NZ
2019-02-21,-0.015,BZ=F,-0.313,NZDUSD=X,1.281,^TNX,-1.509,AIR.NZ
2019-02-22,0.075,BZ=F,-0.643,NZDUSD=X,-1.228,^TNX,1.533,AIR.NZ
2019-02-25,-3.516,BZ=F,0.756,NZDUSD=X,0.678,^TNX,-0.189,AIR.NZ
2019-02-26,0.695,BZ=F,0.293,NZDUSD=X,-1.384,^TNX,-0.945,AIR.NZ
2019-02-27,1.81,BZ=F,0.143,NZDUSD=X,2.162,^TNX,-2.29,AIR.NZ
2019-02-28,-0.542,BZ=F,-0.612,NZDUSD=X,0.668,^TNX,-3.516,AIR.NZ
2019-03-01,-1.454,BZ=F,-0.461,NZDUSD=X,1.623,^TNX,0.202,AIR.NZ
2019-03-04,0.922,BZ=F,0.014,NZDUSD=X,-1.198,^TNX,1.818,AIR.NZ
2019-03-05,0.289,BZ=F,0.012,NZDUSD=X,0.0,^TNX,0.595,AIR.NZ
2019-03-06,0.197,BZ=F,-0.334,NZDUSD=X,-1.102,^TNX,-0.197,AIR.NZ
2019-03-07,0.47,BZ=F,-0.434,NZDUSD=X,-2.08,^TNX,0.791,AIR.NZ
2019-03-08,-0.845,BZ=F,-0.097,NZDUSD=X,-0.417,^TNX,-0.588,AIR.NZ
2019-03-11,1.278,BZ=F,0.622,NZDUSD=X,0.686,^TNX,-0.395,AIR.NZ
2019-03-12,0.135,BZ=F,0.444,NZDUSD=X,-1.438,^TNX,-0.99,AIR.NZ
2019-03-13,1.32,BZ=F,0.244,NZDUSD=X,0.23,^TNX,-0.8,AIR.NZ
2019-03-14,-0.474,BZ=F,0.067,NZDUSD=X,0.728,^TNX,-0.633,AIR.NZ
2019-03-15,-0.104,BZ=F,-0.31,NZDUSD=X,-1.407,^TNX,-1.486,AIR.NZ
2019-03-18,0.566,BZ=F,0.094,NZDUSD=X,0.347,^TNX,1.293,AIR.NZ
2019-03-19,0.104,BZ=F,0.036,NZDUSD=X,0.461,^TNX,-1.915,AIR.NZ
2019-03-20,1.316,BZ=F,0.144,NZDUSD=X,-3.022,^TNX,0.0,AIR.NZ
2019-03-21,-0.934,BZ=F,0.92,NZDUSD=X,0.079,^TNX,-3.254,AIR.NZ
2019-03-22,-1.223,BZ=F,-0.531,NZDUSD=X,-3.232,^TNX,4.036,AIR.NZ
2019-03-25,0.269,BZ=F,-0.069,NZDUSD=X,-1.426,^TNX,0.216,AIR.NZ
2019-03-26,1.131,BZ=F,0.512,NZDUSD=X,-0.248,^TNX,1.505,AIR.NZ
2019-03-27,-0.206,BZ=F,-0.066,NZDUSD=X,-1.657,^TNX,2.331,AIR.NZ
2019-03-28,-0.015,BZ=F,-1.591,NZDUSD=X,0.632,^TNX,2.277,AIR.NZ
2019-03-29,0.84,BZ=F,-0.242,NZDUSD=X,1.046,^TNX,2.632,AIR.NZ
2019-04-01,0.907,BZ=F,0.624,NZDUSD=X,3.438,^TNX,1.775,AIR.NZ
2019-04-02,0.522,BZ=F,-0.496,NZDUSD=X,-0.641,^TNX,2.713,AIR.NZ
2019-04-03,-0.087,BZ=F,-0.559,NZDUSD=X,1.451,^TNX,0.943,AIR.NZ
2019-04-04,0.13,BZ=F,0.555,NZDUSD=X,-0.199,^TNX,0.0,AIR.NZ
2019-04-05,1.354,BZ=F,-0.468,NZDUSD=X,-0.438,^TNX,0.374,AIR.NZ
2019-04-08,1.08,BZ=F,-0.388,NZDUSD=X,0.72,^TNX,2.235,AIR.NZ
2019-04-09,-0.689,BZ=F,0.114,NZDUSD=X,-0.794,^TNX,-0.729,AIR.NZ
2019-04-10,1.586,BZ=F,0.196,NZDUSD=X,-0.88,^TNX,2.385,AIR.NZ
2019-04-11,-1.255,BZ=F,0.236,NZDUSD=X,1.09,^TNX,0.896,AIR.NZ
2019-04-12,1.017,BZ=F,-0.649,NZDUSD=X,2.236,^TNX,-3.02,AIR.NZ
2019-04-15,-0.517,BZ=F,0.656,NZDUSD=X,-0.273,^TNX,1.832,AIR.NZ
2019-04-16,0.759,BZ=F,-0.016,NZDUSD=X,1.528,^TNX,0.0,AIR.NZ
2019-04-17,-0.139,BZ=F,-0.848,NZDUSD=X,0.0,^TNX,-0.36,AIR.NZ
2019-04-18,0.489,BZ=F,0.243,NZDUSD=X,-1.235,^TNX,0.361,AIR.NZ
2019-04-22,2.876,BZ=F,-0.015,NZDUSD=X,1.172,^TNX,,
2019-04-23,0.635,BZ=F,-0.047,NZDUSD=X,-0.772,^TNX,-1.439,AIR.NZ
2019-04-24,0.081,BZ=F,-0.43,NZDUSD=X,-1.868,^TNX,0.365,AIR.NZ
2019-04-25,-0.295,BZ=F,-0.885,NZDUSD=X,0.476,^TNX,,
2019-04-26,-2.959,BZ=F,0.572,NZDUSD=X,-1.144,^TNX,-1.091,AIR.NZ
2019-04-29,-0.152,BZ=F,0.513,NZDUSD=X,1.238,^TNX,1.103,AIR.NZ
2019-04-30,1.055,BZ=F,0.045,NZDUSD=X,-1.065,^TNX,-2.364,AIR.NZ
2019-05-01,-0.852,BZ=F,-0.213,NZDUSD=X,0.08,^TNX,1.117,AIR.NZ
2019-05-02,-1.981,BZ=F,-0.422,NZDUSD=X,1.633,^TNX,3.131,AIR.NZ
2019-05-03,0.141,BZ=F,-0.175,NZDUSD=X,-0.823,^TNX,0.0,AIR.NZ
2019-05-06,0.55,BZ=F,-0.131,NZDUSD=X,-1.225,^TNX,-1.786,AIR.NZ
2019-05-07,-1.909,BZ=F,0.006,NZDUSD=X,-2.08,^TNX,-0.364,AIR.NZ
2019-05-08,0.701,BZ=F,-0.171,NZDUSD=X,1.389,^TNX,-0.183,AIR.NZ
2019-05-09,0.028,BZ=F,-0.184,NZDUSD=X,-1.007,^TNX,1.645,AIR.NZ
2019-05-10,0.327,BZ=F,0.042,NZDUSD=X,-0.081,^TNX,-0.719,AIR.NZ
2019-05-13,-0.552,BZ=F,0.065,NZDUSD=X,-2.037,^TNX,-0.362,AIR.NZ
2019-05-14,1.438,BZ=F,-0.225,NZDUSD=X,0.582,^TNX,-1.273,AIR.NZ
2019-05-15,0.744,BZ=F,-0.083,NZDUSD=X,-1.654,^TNX,0.184,AIR.NZ
2019-05-16,1.184,BZ=F,-0.12,NZDUSD=X,1.093,^TNX,0.0,AIR.NZ
2019-05-17,-0.565,BZ=F,-0.428,NZDUSD=X,-0.499,^TNX,0.368,AIR.NZ
2019-05-20,-0.332,BZ=F,-0.112,NZDUSD=X,0.961,^TNX,1.465,AIR.NZ
2019-05-21,0.292,BZ=F,0.19,NZDUSD=X,0.414,^TNX,-1.264,AIR.NZ
2019-05-22,-1.649,BZ=F,,,-1.36,^TNX,0.914,AIR.NZ
2019-05-23,-4.55,BZ=F,-0.691,NZDUSD=X,-4.053,^TNX,-1.268,AIR.NZ
2019-05-24,1.372,BZ=F,0.422,NZDUSD=X,1.22,^TNX,-0.183,AIR.NZ
2019-05-28,2.067,BZ=F,-0.168,NZDUSD=X,-2.41,^TNX,-2.214,AIR.NZ
2019-05-29,-0.941,BZ=F,-0.016,NZDUSD=X,-1.411,^TNX,-0.566,AIR.NZ
2019-05-30,-3.715,BZ=F,-0.475,NZDUSD=X,-0.403,^TNX,-2.087,AIR.NZ
2019-05-31,-3.559,BZ=F,-0.118,NZDUSD=X,-3.817,^TNX,0.775,AIR.NZ
2019-06-03,-4.978,BZ=F,0.423,NZDUSD=X,-2.848,^TNX,,
2019-06-04,1.126,BZ=F,0.897,NZDUSD=X,1.826,^TNX,-1.346,AIR.NZ
2019-06-05,-2.162,BZ=F,0.256,NZDUSD=X,0.189,^TNX,0.585,AIR.NZ
2019-06-06,1.715,BZ=F,0.267,NZDUSD=X,0.047,^TNX,-0.388,AIR.NZ
2019-06-07,2.627,BZ=F,-0.126,NZDUSD=X,-1.883,^TNX,-0.778,AIR.NZ
2019-06-10,-1.58,BZ=F,0.575,NZDUSD=X,2.831,^TNX,0.784,AIR.NZ
2019-06-11,0.0,BZ=F,-0.644,NZDUSD=X,-0.14,^TNX,1.556,AIR.NZ
2019-06-12,-3.725,BZ=F,-0.454,NZDUSD=X,-0.607,^TNX,2.874,AIR.NZ
2019-06-13,2.234,BZ=F,-0.108,NZDUSD=X,-1.693,^TNX,0.559,AIR.NZ
2019-06-14,1.142,BZ=F,-0.279,NZDUSD=X,0.096,^TNX,0.0,AIR.NZ
2019-06-17,-1.726,BZ=F,-0.912,NZDUSD=X,-0.334,^TNX,-1.481,AIR.NZ
2019-06-18,1.969,BZ=F,-0.02,NZDUSD=X,-1.246,^TNX,0.564,AIR.NZ
2019-06-19,-0.515,BZ=F,0.569,NZDUSD=X,-1.505,^TNX,1.308,AIR.NZ
2019-06-20,4.254,BZ=F,0.306,NZDUSD=X,-1.38,^TNX,-0.738,AIR.NZ
2019-06-21,1.164,BZ=F,0.46,NZDUSD=X,3.348,^TNX,-0.186,AIR.NZ
2019-06-24,-0.521,BZ=F,0.194,NZDUSD=X,-2.273,^TNX,1.49,AIR.NZ
2019-06-25,0.293,BZ=F,0.403,NZDUSD=X,-1.336,^TNX,-1.651,AIR.NZ
2019-06-26,2.214,BZ=F,0.141,NZDUSD=X,2.758,^TNX,0.56,AIR.NZ
2019-06-27,0.09,BZ=F,0.713,NZDUSD=X,-2.147,^TNX,-0.557,AIR.NZ
2019-06-28,0.0,BZ=F,0.318,NZDUSD=X,-0.249,^TNX,-1.119,AIR.NZ
2019-07-01,-2.239,BZ=F,0.317,NZDUSD=X,1.7,^TNX,0.0,AIR.NZ
2019-07-02,-4.089,BZ=F,-0.715,NZDUSD=X,-2.852,^TNX,1.321,AIR.NZ
2019-07-03,2.276,BZ=F,0.055,NZDUSD=X,-1.164,^TNX,-0.745,AIR.NZ
2019-07-05,0.642,BZ=F,-0.259,NZDUSD=X,4.864,^TNX,1.119,AIR.NZ
2019-07-08,-0.187,BZ=F,-0.907,NZDUSD=X,-0.684,^TNX,0.0,AIR.NZ
2019-07-09,0.078,BZ=F,-0.046,NZDUSD=X,0.983,^TNX,-1.107,AIR.NZ
2019-07-10,4.442,BZ=F,-0.401,NZDUSD=X,0.341,^TNX,0.187,AIR.NZ
2019-07-11,-0.731,BZ=F,0.668,NZDUSD=X,2.863,^TNX,-0.372,AIR.NZ
2019-07-12,0.301,BZ=F,0.275,NZDUSD=X,-0.66,^TNX,0.374,AIR.NZ
2019-07-15,-0.36,BZ=F,0.467,NZDUSD=X,-0.665,^TNX,0.372,AIR.NZ
2019-07-16,-3.204,BZ=F,0.44,NZDUSD=X,1.434,^TNX,-0.186,AIR.NZ
2019-07-17,-1.072,BZ=F,-0.33,NZDUSD=X,-2.875,^TNX,2.23,AIR.NZ
2019-07-18,-2.718,BZ=F,0.469,NZDUSD=X,-1.116,^TNX,0.909,AIR.NZ
2019-07-19,0.872,BZ=F,0.649,NZDUSD=X,0.491,^TNX,0.18,AIR.NZ
2019-07-22,1.265,BZ=F,-0.243,NZDUSD=X,-0.244,^TNX,0.0,AIR.NZ
2019-07-23,0.901,BZ=F,-0.31,NZDUSD=X,1.517,^TNX,-1.079,AIR.NZ
2019-07-24,-1.018,BZ=F,-0.6,NZDUSD=X,-1.157,^TNX,0.0,AIR.NZ
2019-07-25,0.332,BZ=F,0.033,NZDUSD=X,1.171,^TNX,0.545,AIR.NZ
2019-07-26,0.11,BZ=F,-0.615,NZDUSD=X,0.338,^TNX,-0.904,AIR.NZ
2019-07-29,0.394,BZ=F,-0.35,NZDUSD=X,-1.249,^TNX,0.73,AIR.NZ
2019-07-30,1.585,BZ=F,-0.095,NZDUSD=X,0.292,^TNX,-1.087,AIR.NZ
